ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Avg. Occupany %,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
1000628922619470347,Sea La Vie 3/2 Pool & Jacuzzi,,,,27.0,4.0,25.0,29.0,31.0,28.0,19.0,28.0,22,83,False,26.7138,-81.9436,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private outdoor pool - available all year, open 24 hours, heated', 'Private hot tub', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning']",4.0,2.0
1000701308315692802,Aquaventura: relaxation and recreation,,,12.0,0.0,10.0,23.0,0.0,31.0,19.0,10.0,22.0,15,95,False,26.68877,-82.04992,True,"['Canal view', 'Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private outdoor pool - available all year, open 24 hours, heated, pool toys', 'Private hot tub', 'Exterior security cameras on property', 'Carbon monoxide alarm']",4.0,2.0
1000713682990302018,"Cape Coral Dream - 4 bedroom/3 bath, heated pool",,,0.0,0.0,7.0,0.0,28.0,29.0,6.0,4.0,26.0,0,87,False,26.64779,-82.02956,True,"['Canal view', 'Waterfront', 'Kitchen', 'Wifi', 'Free parking garage on premises – 2 spaces', 'Private outdoor pool - available all year, open 24 hours, heated, saltwater', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Carbon monoxide alarm']",4.0,3.0
1000847954529560117,South Cape Studio near Downtown w/ king bed,,,,28.0,16.0,30.0,28.0,30.0,22.0,21.0,23.0,10,78,False,26.57598,-81.95615,True,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Central air conditioning', 'Private patio or balcony', 'Private backyard – Not fully fenced', 'Luggage dropoff allowed', 'Pack ’n play/Travel crib - available upon request', 'Carbon monoxide alarm']",1.0,1.0
1002886004272499695,Hastings Hideaway,,,,,18.0,28.0,29.0,31.0,0.0,0.0,29.0,26,88,False,26.59501,-81.93117,True,"['Canal view', 'Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private outdoor pool - available all year, heated, saltwater', 'Private hot tub - available all year', 'TV', 'Washer', 'Exterior security cameras on property']",3.0,2.0
1002932400774434743,The New Pearl Resort,,,,,0.0,0.0,0.0,31.0,5.0,18.0,14.0,13,97,False,26.71924,-81.95103,True,"['Waterfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washer', 'Free dryer', 'Exterior security cameras on property']",4.0,2.0
1003565517870633978,Stunning Saltwater Retreat on the Canal,,,,,13.0,18.0,29.0,31.0,11.0,0.0,25.0,20,96,False,,,,,3.0,2.0
1003572021261176955,Indulge in Comfort at this Private Pool Paradise,,,,,23.0,31.0,0.0,0.0,0.0,14.0,29.0,30,84,False,26.731,-81.92963,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private outdoor pool - available all year, open 24 hours, heated, pool toys', 'Private hot tub - available all year, open 24 hours', 'Pets allowed', '42 inch HDTV with Disney+, Netflix, Roku, DVD player', 'Exterior security cameras on property', 'Carbon monoxide alarm']",4.0,3.0
1004510941009331882,Barefoot Palms,,,,,,30.0,28.0,31.0,10.0,7.0,16.0,15,91,False,26.59655,-81.98022,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private indoor pool - available all year, heated', 'TV', 'Washer', 'Dryer – In building', 'Exterior security cameras on property', 'Carbon monoxide alarm']",3.0,2.0
1005221345400362124,4Br | 2.5 Ba | Pool | Arcade Games,,,,,28.0,28.0,28.0,31.0,26.0,21.0,25.0,19,84,False,26.616,-81.9343,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 4 spaces', 'Private outdoor pool – available all year, open 24 hours, heated', 'Pets allowed', '58-inch HDTV with Amazon Prime Video, Apple TV, Disney+, Hulu, Netflix, Roku', 'Free washer – In unit', 'Free dryer – In unit', 'Exterior security cameras on property']",4.0,2.5
